id,Name,Latitude,Longitude
2141,Fermanagh N,54.439909935826535,-7.7539581843388
2140,Fermanagh S,54.25788788844271,-7.525061818257356
2100,Antrim N,55.09261543750277,-6.366347876514568
2102,Antrim E,54.776457916625596,-5.948838436176997
2127,Armagh N,54.46808097233199,-6.485299125407189
2101,Antrim Mid,54.9378151304219,-6.16488670968826
2126,Armagh Mid,54.32152341629143,-6.654621604453033
2107,Belfast E,54.59987622483382,-5.886375256556093
2106,Belfast S,54.57693921762617,-5.9458281584821515
2121,Down N,54.5424426074544,-5.651217361343351
2148,Londonderry N,55.00128476597026,-6.974309281971904
2125,Armagh S,54.17815560694415,-6.496748239812026
2145,Tyrone N,54.73439915579066,-7.484675722256074
2144,Tyrone Mid,54.62195140714939,-7.227198526358989
2143,Tyrone E,54.60697590629003,-6.73243330883692
2142,Tyrone S,54.44721060915467,-7.047162357595966
2146,Londonderry City,54.99770303422706,-7.323314148691073
2147,Londonderry S,54.83005333235802,-6.6692867036293135
2122,Down W,54.396176342490875,-6.191354106222725
2124,Newry,54.1676739589754,-6.332013201974906
2123,Down S,54.20262544819576,-6.094408865150018
2120,Down E,54.38323990018273,-5.780160809635489
2103,Antrim S,54.64375528998153,-6.2495961001181675
2104,Belfast N,54.62804499296264,-5.948749422986382
2105,Belfast W,54.59786505034675,-5.974593236696198
