id,Name,Latitude,Longitude
2140,Fermanagh & S Tyrone,54.39625992560321,-7.430106341978562
2141,Ulster Mid,54.70889761247949,-7.074477446676107
2142,Londonderry,54.99593579135302,-6.923816837067989
2103,Belfast W,54.59524714279693,-5.964560739489034
2105,Belfast E,54.606548689255106,-5.877496470498538
2120,Down N,54.51675392221084,-5.752854077932687
2122,Armagh,54.29933524297873,-6.551184244839544
2121,Down S,54.28913969909112,-6.009161433231973
2100,Antrim N,55.000762741213634,-6.255924808536022
2101,Antrim S,54.675307698040484,-6.12465840228345
2102,Belfast N,54.627653036281906,-5.9375208396071475
2104,Belfast S,54.57569817188764,-5.931743738918877
