id,Name,Latitude,Longitude
2142,Foyle,54.9156904826163,-7.249316136848496
2141,Ulster Mid,54.649871587238415,-7.146591461782736
2142,Londonderry E,54.97632315954469,-6.775757716464681
2140,Fermanagh & S Tyrone,54.383849511929824,-7.432592346531595
2123,Newry & Armagh,54.25574286129018,-6.567729340997208
2121,Down N,54.63286063634602,-5.7361208147840586
2120,Strangford,54.51668819015249,-5.640414669884546
2122,Down S,54.27550031717972,-5.969783000763397
2124,Upper Bann,54.45034507588675,-6.377247630322886
2100,Antrim N,55.29428459192628,-6.218717782849363
2103,Belfast N,54.635550677713354,-5.988246101940524
2104,Belfast W,54.6030402411165,-5.97903065858656
2102,Antrim S,54.70399491046215,-6.206971508838074
2107,Belfast E,54.602956995448274,-5.868380537058618
2106,Belfast S,54.56869909556204,-5.949694266818418
2101,Antrim E,54.844149108833385,-5.892088222323724
2105,Lagan Valley,54.504222298404294,-6.0819233566815045
