id,Name,Latitude,Longitude
2144,Londonderry E,55.02456257916571,-6.820717240237151
2142,Tyrone W,54.66667855783375,-7.341558882293445
2143,Foyle,54.948954078818986,-7.209326953337598
2141,Ulster Mid,54.70484983287422,-6.701481093015603
2140,Fermanagh & S Tyrone,54.37405108635541,-7.473235715520079
2123,Newry & Armagh,54.25594302094621,-6.570913961666394
2121,Down N,54.64040465050776,-5.6772877460274325
2120,Strangford,54.500274196997005,-5.6560406515265464
2122,Down S,54.25497291084336,-5.976487165406613
2124,Upper Bann,54.450345075925526,-6.377247630156451
2100,Antrim N,55.29428459192628,-6.218717782849363
2104,Belfast W,54.589341919498644,-6.009809242258771
2105,Lagan Valley,54.47726914164199,-6.097068838835133
2103,Belfast N,54.635688025171376,-5.942844020024206
2102,Antrim S,54.702414562418795,-6.2035850196117055
2107,Belfast E,54.59770904310012,-5.866659424855059
2106,Belfast S,54.56383165994945,-5.939366078851207
2101,Antrim E,54.845778595047044,-5.891813032379611
