id,Name,Latitude,Longitude
2140,Fermanagh & S Tyrone,54.37405108635541,-7.473235715520079
2141,Ulster Mid,54.7048498318799,-6.7014810910589
2143,Foyle,54.9943742826773,-7.287483086880878
2142,Tyrone W,54.66667855783375,-7.341558882293445
2144,Londonderry E,55.006017603425256,-6.87126045471555
2120,Strangford,54.489238228890564,-5.667744418909682
2122,Down S,54.24575079605716,-5.983614185143282
2124,Upper Bann,54.450345073505275,-6.377247629033864
2123,Newry & Armagh,54.25594302094647,-6.570913961667291
2121,Down N,54.64040465045074,-5.677287746024629
2100,Antrim N,55.29428459192628,-6.218717782849363
2106,Belfast S,54.556844379549794,-5.92899581441342
2105,Lagan Valley,54.45845996354144,-6.086890205817222
2107,Belfast E,54.593920734653416,-5.840030406963205
2103,Belfast N,54.64260220655868,-5.944849757921024
2104,Belfast W,54.58629214900419,-6.011547642636967
2101,Antrim E,54.90755462856227,-5.950488116985698
2102,Antrim S,54.69090193954998,-6.201429340553718
