id,Name,Latitude,Longitude
2100,Antrim N,55.29428459192628,-6.218717782849363
,Fermanagh S,54.25788788844271,-7.525061818257356
2127,Armagh N,54.46808097233199,-6.485299125407189
2141,Fermanagh N,54.439909935826535,-7.7539581843388
2126,Armagh Mid,54.32152341629143,-6.654621604453033
2125,Armagh S,54.17809873481739,-6.495866075128884
2101,Antrim Mid,54.93781513041066,-6.164886709685972
2102,Antrim E,54.77645792003235,-5.948838495339914
2148,Londonderry N,55.001284765964414,-6.974309281971283
2144,Tyrone NW,54.69773692718101,-7.446593969089685
2142,Tyrone S,54.46571184040726,-7.021286115451633
2143,Tyrone NE,54.634382820690746,-6.954898050007638
2145,Londonderry City,54.99770303422706,-7.323314148691073
2146,Londonderry S,54.83005333235802,-6.6692867036293135
2121,Down N,54.57281232437474,-5.613574283575016
2120,Down E,54.35873296662945,-5.718044992691888
2124,Down S,54.167043495671,-6.108835448209795
2123,Down W,54.35526315524236,-6.182539306136535
2122,Down Mid,54.49620209875876,-5.897783749790518
2104,Belfast Duncairn,54.63083268288335,-5.922051541055592
2109,Belfast Cromac,54.57301278182479,-5.943928387782433
2103,Antrim S,54.64347986103233,-6.247977101609077
2106,Belfast Woodvale,54.60431715818212,-5.974395005228438
2105,Belfast Shankill,54.62084171589477,-5.970654509896826
2108,Belfast St Anne's,54.588046628810496,-5.952767646378669
2107,Belfast Falls,54.593846658128825,-5.968859741952216
2111,Belfast Pottinger,54.59068792436459,-5.874902914900726
2110,Belfast Ormeau,54.58024419667895,-5.911115750622064
2112,Belfast Victoria,54.61233624403367,-5.878444900183146
