WARD93_ID,NAME,SHAPE_Length,SHAPE_Area,OBJECTID
1312,DUNMORE,45055.2668326496,45800145.6276736,475
721,FALLS,6397.33973176083,1199957.45734525,476
1704,COOLESSAN,4573.44095039195,801489.697936607,477
2420,PRINCETOWN,82.9324410921838,397.986889017354,478
2414,DUFFERIN,4396.24031364786,826404.718163394,479
750,WOODSTOCK,3820.23100478333,557116.543431015,480
818,BURLEIGH HILL,5494.15137614292,1145862.40056852,481
1818,LAMBEG,10256.9986120317,4194788.65676548,482
1302,AUDLEYS ACRE,6653.29348007216,1826979.34705952,483
810,MILEBUSH,3231.87639373362,382813.552304602,484
1603,BALLYLORAN,3090.04913129956,288290.834970094,485
2424,WHITEHILL,3405.71903948572,478702.149861824,486
1309,DONARD,55.7586102162131,179.019247002609,487
2408,CHURCHILL,4901.79575042259,794740.170583322,488
401,AHOGHILL,20450.2572704349,11175484.8352223,489
1214,KERNAN,24840.3434720403,17057911.0587543,490
738,SHAFTESBURY,7014.2482899585,2232229.25722675,491
2005,GULLADUFF,38903.0462120176,36357026.9470594,492
1828,WALLACE PARK,5734.3942144259,1742667.53918821,493
905,CREGAGH,2795.39772718749,326968.562391996,494
718,CLONARD,5475.19796918125,611009.860715708,495
1308,DERRYBOY,54173.1348866243,75107664.2950963,496
1612,HARBOUR,11755.5413705496,3052516.78193499,497
1601,ANTIVILLE,4083.42875886618,552352.294116258,498
1114,STEWARTSTOWN,38060.3061719743,43017128.7839002,499
2515,LISANELLY,8413.23527407302,1842137.34905724,500
2318,HIGHTOWN,3584.29658844587,535078.121004988,501
2507,DRUMNAKILLY,53498.1715534135,73351498.9248482,502
514,SEACON,25864.9181749214,18838025.969445,503
1936,SPRINGTOWN,4825.20321870612,1106172.60938057,504
619,RATHFRILAND,13089.8974935177,6119517.3898691,505
313,KILLYLEA,48432.0064193904,63966530.8478082,506
2412,CRAWFORDSBURN,27.66652364151,32.0657045075954,507
108,FOUNTAIN HILL,5359.84696856856,947314.845353272,508
2501,BERAGH,48236.3576568953,60990168.1900929,509
1802,BALLYMACBRENNAN,48343.4402561158,69608114.5845827,510
1208,CORCRAIN,5082.35999457733,1080565.53953386,511
425,ACADEMY,7678.42021991446,2210315.57046387,512
1616,CENTRAL,6480.78278695742,1012945.32592921,513
1309,DONARD,15773.3036717028,10012339.1695876,514
2102,BALLYLOUGH,18604.3984479287,12495484.9289308,515
1806,DERRYAGHY,12528.4119912592,5191060.61936505,516
2416,HARBOUR,6696.27701428758,712265.738311793,517
1911,CREGGAN CENTRAL,4841.63767770389,940549.356975363,518
2002,BELLAGHY,25149.7596000004,28184086.5725254,519
725,GLEN ROAD,6689.02216192856,1574430.67959996,520
115,STEEPLE,2831.17326268191,414259.577575903,521
407,CASTLE DEMESNE,5398.1748199283,1131998.38963854,522
1613,ISLAND MAGEE,33834.314186544,31627639.5071484,523
2323,ROSTULLA,6552.11939641341,1946019.08359208,524
815,WOODBURN,31908.47492761,36218166.5702535,525
